timestamp,rotationRateX,rotationRateY,rotationRateZ,userAccelerationX,userAccelerationY,userAccelerationZ
7.922667,2.6500666,2.9704745,0.90454096,-0.71561706,0.7676465,0.59258515
7.945833,2.77547,2.9548872,0.7257663,-0.27709395,0.3639022,0.8943102
7.995839,4.1443763,1.3373731,0.8009406,0.31506944,0.20939451,0.41290152
8.046073,1.4733245,1.5897467,0.5930903,0.12807429,-0.08488691,0.113423735
8.096527,0.79459167,0.7889538,0.2916307,-0.14075488,-0.028588146,-0.21219721
8.146863,2.648381,2.4331338,0.7997602,-0.71914554,0.28062093,-0.25466326
8.197126,3.685204,3.339184,0.41447052,-0.7590277,0.31649995,0.06732926
8.2473755,2.6309288,5.8182855,1.3238143,-0.51858956,0.32253042,0.3781402
8.297651,-1.5312109,6.853596,1.5532042,1.411428,-0.5835302,2.4765668
8.347998,-10.01152,8.760206,2.9138184,1.7752123,-0.85375106,3.888595
8.398239,-11.49882,8.252841,-1.715913,-0.21810341,0.01958865,4.29098
8.448457,-2.9400384,-3.9344947,-27.72881,-3.9141426,-7.721752,5.754221
8.498702,34.825443,-15.054978,-4.2841864,-20.510641,17.481152,3.3518307
8.562543,3.254328,-7.7743096,9.2697115,-9.13851,-4.861998,8.1447
8.599421,-5.1994243,-0.22074977,-4.4437265,-4.216347,-3.6568818,-0.7292604
8.649513,-8.254218,10.026882,-6.6504345,-1.5856969,2.2758315,-0.81522274
8.699938,-4.2394543,-0.066794015,-2.3668666,2.111372,1.3542216,3.377842
8.750273,-9.044129,-2.3429048,-1.3446426,0.16710708,0.71972424,1.2811265
8.801425,-3.8901331,-7.5879188,-3.9128253,-0.60400236,2.9077446,0.33676082
8.850768,-1.1506118,-4.0567555,-3.0938797,-2.1937053,1.8530223,-2.4494169
8.9011,1.4561005,-3.4327075,-2.9269183,-0.27412802,0.59922826,-1.1743615
8.951381,3.6209097,-2.5257401,-1.2046535,-1.1915219,0.49646872,-0.5398892
9.001689,1.6436913,-1.8601776,0.7174547,-0.0036818385,0.12726909,-0.22880113
9.051977,4.99453,-0.30060223,-0.20909333,-0.07048464,0.14946789,0.019965068
9.102287,3.1532295,-0.5611762,-0.27921873,0.33095425,-0.156044,0.24564719
