timestamp,rotationRateX,rotationRateY,rotationRateZ,userAccelerationX,userAccelerationY,userAccelerationZ
99.45909,-9.116291,3.1705227,-5.64811,-2.1989808,-1.8625526,0.66044056
99.51268,-3.5512316,7.0182633,-1.6327103,-2.3738606,0.16935575,-0.26688123
99.55818,0.51050824,9.042965,1.5368662,-1.9484501,1.7384685,-1.257193
99.60775,0.9142423,9.682181,2.1509454,-1.8189807,0.9465815,-0.9230105
99.657845,-0.5437024,8.911377,3.2846212,-1.5611312,0.2886862,0.41893685
99.70737,-0.3336297,8.8577795,4.0344844,-1.506089,0.8109794,0.28925645
99.75721,1.1327306,13.907583,3.9276524,-2.053234,1.4477588,-1.3668903
99.80678,-1.8109053,14.457171,3.727752,-1.9599626,0.28536874,-0.5367399
99.856476,-1.5190758,11.852529,-0.09122348,-1.0488639,-0.85282546,0.21308613
99.90629,-3.355637,7.5636954,-4.8807707,-0.7029681,-0.77910817,0.8322427
99.956215,-0.8711774,-0.6741072,-7.9233594,-0.8493235,0.6414702,1.3030119
100.006134,0.60261166,-10.197802,-4.121626,-0.47983187,2.2159412,1.3289188
100.05576,1.6555506,-11.440458,-3.4768858,-4.7047925,1.6748543,0.8559642
100.10522,-0.6186155,-6.2941537,5.6387525,-4.6663675,0.22434348,-0.05603558
100.15506,2.485075,1.9857029,7.6574965,-3.1193306,-2.218685,0.881883
100.20454,-4.971942,3.2460144,8.705478,-1.3626735,0.3263216,-0.8351098
100.254074,-9.707608,2.8458836,7.0955386,-0.3186359,-0.45815945,-0.19084547
100.303894,-15.062039,-3.5611312,5.334287,0.78984904,0.69600517,1.2897186
100.3536,-9.349381,-7.595518,0.35705647,-0.80044997,2.2210124,0.24043977
100.40636,-3.6712513,-7.635808,-0.876616,-2.7929945,1.6385611,-0.024600089
100.45479,-2.9872081,-3.9845567,-0.9373449,-3.8987498,-0.13041689,-0.65792227
100.50285,-3.8717263,-1.6598204,-0.010800719,-2.2963347,-1.0774864,-1.165085
100.55249,-1.2853781,-0.9632488,-0.15702583,-0.6822388,-1.1694874,-0.37121427
100.602684,-0.22804327,-0.556792,-1.2736126,-0.40348297,-0.78809726,-0.24809265
100.65219,-1.1703957,-0.5137783,-1.362567,0.21664375,-0.27763307,0.10289776
