timestamp,rotationRateX,rotationRateY,rotationRateZ,userAccelerationX,userAccelerationY,userAccelerationZ
106.26454,0.32882962,3.3453376,1.2477392,-0.03896052,-0.09198612,0.41584533
106.31457,-0.22490948,2.7038112,1.2619262,0.044204637,0.30965155,0.6628137
106.364426,-0.26341933,2.1700885,1.8168137,0.5970962,0.45042205,0.27481306
106.41451,0.25261447,1.1901801,1.4127145,0.40349373,0.34655792,0.041013956
106.464325,0.47436312,-0.4859778,2.43574,0.4758752,1.0415299,-0.49793446
106.51445,2.0933325,-0.997145,3.9165604,0.06882748,1.1325822,-1.6903116
106.56437,1.3915551,0.8287558,3.4936855,-0.42030185,0.71668184,-1.7213526
106.61478,-6.012849,3.7854786,2.3461344,-1.0362179,-1.5619823,-1.053884
106.66452,4.614109,13.842726,0.26179186,-1.4658158,1.2938845,2.7291245
106.71445,-6.308945,14.770459,2.4791186,-1.1724979,-0.24501407,6.675315
106.7644,-7.9963927,-2.8940034,-6.441114,3.8159847,1.2187644,8.306887
106.81429,-16.088644,-0.74580926,-29.714657,-11.367214,2.2730386,5.260551
106.86505,33.1395,-33.063637,-11.481092,-16.448408,6.0420427,7.543496
106.91431,8.448181,-21.415106,-0.92280346,0.51821023,-5.568123,7.6672773
106.964264,4.6614,-6.161474,7.012031,-7.017559,-9.11165,3.2983594
107.01417,8.8740225,-1.6239823,5.027704,-5.526196,-1.548824,-0.039148033
107.064285,0.9879154,-0.45801294,4.1410503,-2.9870768,-3.9452422,-0.5541502
107.11414,1.7500267,0.46989003,3.763929,-2.2561195,-0.594377,-0.63720214
107.164215,-0.091749825,0.21117693,3.2465832,-0.90565914,-1.6140587,-0.07648498
107.21421,-1.9843489,-0.46933097,1.7227087,0.025360465,-0.87198246,-0.6125248
107.264206,1.749852,0.32801935,0.35901403,-0.003360927,-0.38689774,-0.312342
107.31423,2.244898,1.0701406,-0.7979037,0.06085491,-0.75361437,-0.1064017
107.36414,-0.06559865,0.9657079,-1.1353987,0.02911365,-0.58576614,-0.07466821
107.41419,0.44125628,1.0293374,-1.0316485,0.09179717,-0.17215484,0.014468521
107.46414,-0.25958544,0.45612782,-0.9529755,-0.016318858,-0.09797636,0.027986795
