timestamp,rotationRateX,rotationRateY,rotationRateZ,userAccelerationX,userAccelerationY,userAccelerationZ
553.72186,1.1374773,1.688731,0.996746,-0.6187445,0.13672686,0.15906173
553.7875,-2.037194,1.3954065,0.6130713,-0.32133305,-0.6075586,-0.6820328
553.82196,0.11281717,1.1250341,0.53605527,-0.2631752,0.5252541,-0.9764598
553.8717,0.8064247,2.092553,0.5344214,-0.33317602,-0.28165245,-0.72143626
553.9218,3.6108336,3.2633986,1.4913422,0.06858423,-0.07642281,-1.5722494
553.97174,4.598829,2.69016,1.5953879,-0.4582704,0.13460088,-1.374716
554.02155,3.0452628,1.8557329,0.88890606,-1.2554308,0.2086342,-1.7215652
554.0716,1.509265,3.0335371,0.5382137,-2.382675,2.9173868,-1.5248656
554.1216,-2.3891037,7.118808,0.78163975,-2.7253232,2.5542119,1.2514884
554.17426,10.249371,12.306265,4.6501966,-0.103642404,2.1423254,4.3436565
554.2215,-2.2770505,14.684511,2.9606109,-1.1488025,-3.544391,7.466988
554.27155,-17.0044,3.5392375,-10.707364,-9.03891,-2.1105242,8.051318
554.3217,4.3911395,-23.10901,-13.142478,-9.081586,-0.19615641,-0.94382334
554.3715,19.212189,-32.97623,-8.27537,-15.046813,-9.994002,15.4598055
554.42145,11.99385,-6.205199,-4.6455417,0.891614,-1.1554725,6.6532583
554.4714,-10.45431,-10.922863,3.111731,-5.8285723,-2.9583313,1.7657787
554.52136,-3.4244802,-4.7935925,-0.14069222,-5.558436,3.0648944,-0.8886237
554.5715,-7.625965,-3.578205,-2.421928,-4.336793,1.3130124,-1.2892839
554.6215,-8.328877,-1.1998211,-1.5334965,-0.8335263,1.9105105,-0.22862959
554.6714,-4.213008,0.07491672,0.8509392,-0.24068445,1.594195,-0.38084006
554.7215,-2.811377,0.07641501,1.6269876,0.32088917,1.3131635,-0.18252915
554.77136,3.1074007,-0.27065164,1.791099,0.2887507,1.6047056,-0.6501684
554.82135,2.1495435,-0.6732255,0.5190494,-0.22326857,0.56499004,-0.45306993
554.87134,0.64873517,0.35497326,1.3086021,-0.9403845,0.5041645,0.30692124
554.9213,2.7409048,0.39304543,3.0761478,-0.67286235,0.30406445,0.081084125
