timestamp,rotationRateX,rotationRateY,rotationRateZ,userAccelerationX,userAccelerationY,userAccelerationZ
34.882812,1.1253626,0.33717346,-1.2228018,0.24245301,-0.09881115,0.52085817
34.932384,-0.21666828,0.15499982,-1.0657619,0.13063623,-0.064935744,0.4186635
34.982044,-1.1755737,-0.30892515,-0.70907474,0.23649558,0.011383295,0.34766126
35.031654,-0.49635023,-0.15358748,-0.7553567,0.109444834,0.011911094,0.17059273
35.0821,-0.8577393,0.027197594,-0.55552155,0.16114342,-0.02048266,0.13462824
35.13173,-0.9167282,-0.042464733,0.037123572,0.052692607,0.1666606,0.061334908
35.181404,-0.7113079,0.03675211,-0.105209514,-0.010506168,0.24780577,0.022766843
35.230923,-0.4217706,0.14126989,-0.40478018,-0.022325784,0.3214193,0.010698631
35.280666,-0.5307241,-0.0012274962,0.005215088,-0.05004865,0.13655436,-0.108602926
35.330517,-0.96620065,-1.002241,0.19583829,0.03385049,0.0022413135,-0.1065138
35.380352,-0.24869953,-1.8970652,-0.49241325,-0.043583423,0.16696018,-0.09654027
35.42984,-0.79099566,-1.5842606,-0.38494784,0.01758942,-0.2311641,0.118437886
35.51308,-0.9947093,-1.2405794,-0.7491192,-0.011882171,-0.30901736,-0.015012749
35.529633,0.123090036,-1.5322596,-1.1405168,0.10485241,-0.40668815,-0.03673161
35.57907,0.7927758,-1.8847003,-1.925758,0.046558827,-0.21553683,0.18981254
35.629025,-0.04356783,-1.9631168,-2.5647075,-0.15817973,0.21229696,0.5444635
35.678585,-2.1390169,-1.833329,-2.100178,-0.094506025,-0.039382517,0.3422569
35.728474,-0.98870546,-1.3162584,-2.295685,-0.24689549,-0.05402547,0.3615117
35.781155,-2.6450408,-1.101099,-1.6916819,-0.2734354,-0.27427822,0.4407358
35.829624,-2.0908515,-0.9216013,-1.4704282,-0.10451275,-0.18886578,0.33845648
35.877487,0.7418718,-0.40808207,-1.580505,0.04222554,0.06547654,0.08412641
35.927197,0.30963525,-0.53569007,-0.6787698,0.20169187,-0.17641103,-0.07634008
35.977043,0.12467676,-0.70081127,-0.18031375,0.3152612,-0.10162267,-0.16097784
36.0268,0.61605954,-0.4698092,-0.01162692,0.14194965,-0.019916832,0.056585968
36.076515,1.0243025,-0.21401986,0.7737819,-0.06965393,-0.19321024,0.38626814
