timestamp,rotationRateX,rotationRateY,rotationRateZ,userAccelerationX,userAccelerationY,userAccelerationZ
276.10675,4.626768,3.8997986,-0.82444286,-1.5256147,0.96087223,-1.2898653
276.15616,5.21287,5.4727807,-0.33264682,-1.470044,0.4282714,-1.2065428
276.20602,5.0032916,5.4858274,-0.1840046,-1.6842105,1.0748981,-0.542237
276.2556,3.0317945,5.6931515,0.96065986,-1.1630051,0.9633268,-0.0057896376
276.30536,2.2968047,5.526744,0.9364608,-1.026566,0.26523334,0.21291983
276.35504,4.5630364,4.598303,0.67366165,-0.561333,1.1237817,0.21283984
276.40497,2.7188072,5.228553,1.0377434,-0.29561865,0.29791588,0.056510925
276.45462,2.846386,6.4842086,-0.4615731,0.32872236,0.17349152,0.09410614
276.5042,-2.202663,6.916715,-0.78549576,0.3542686,0.115525514,0.23554355
276.55423,-1.7762238,5.6800833,-0.5925588,0.70592624,0.77612126,0.81184113
276.60367,-3.8358366,-0.063521355,-1.6322145,0.295851,0.5338688,1.5870768
276.65326,-3.7255945,-8.640788,-3.8023825,-0.67256016,0.54355264,1.539051
276.70312,2.5941963,-9.710591,1.163005,-5.916749,4.2448516,3.0078347
276.75253,7.292204,-1.4559749,11.630023,-5.4126797,1.9404099,2.0528598
276.80267,2.2739818,0.99950016,11.550262,-1.8227103,2.8028243,-1.3982254
276.8666,-3.7149522,3.234854,9.546177,-1.63401,-0.010242283,-0.88532376
276.90192,-1.1172417,4.4390473,7.5098295,-2.1953046,0.005193889,-0.89292854
276.96548,-7.252964,-0.5643661,5.0578513,-0.90255445,-0.16429406,0.07802683
277.00143,-5.541259,2.457373,3.991054,-3.5092244,-0.019787818,-0.58716595
277.0514,-5.780511,0.08337508,2.6582496,-1.5418725,0.1321032,0.26771754
277.10098,-4.7514706,1.6198213,0.7947039,-1.5367953,-0.28399304,0.053570002
277.15063,-3.475912,2.0065606,-0.2937841,-1.0254993,0.052221626,0.075271964
277.2005,-2.4345765,2.2923617,-1.408905,-0.8694703,0.38451996,0.12852907
277.2501,-2.817602,2.7567997,-1.5175452,-0.06175846,0.102220714,-0.33326083
277.29984,-4.0397935,4.6214867,-2.2351599,0.28975278,-0.29914856,-0.065966725
