"timestamp","rotationRateX","rotationRateY","rotationRateZ","userAccelerationX","userAccelerationY","userAccelerationZ"
"14.08456","1.5680298","1.6535002","-1.4202015","0.28046966","0.41382083","0.20338368"
"14.134042","-0.70690084","1.2612826","-1.8758003","1.196981","0.65301704","0.040262997"
"14.183933","0.9661607","1.1599185","0.06698228","1.0873723","1.0090617","-0.7712573"
"14.2334175","0.5848327","1.6345134","0.57863885","0.29262662","0.4760187","-0.4687093"
"14.289479","1.8259641","1.2921275","2.1375518","0.5459887","-0.017048731","-0.41597462"
"14.332677","2.0845294","1.3789157","2.9413774","0.21075737","0.16725689","-0.7190225"
"14.382405","2.5365758","0.8017834","4.0215597","-0.4405036","1.1143738","-1.0640599"
"14.432161","4.107561","2.2545004","3.6517756","-1.4282134","2.041894","-1.6192958"
"14.4815445","5.2713537","6.8153963","4.2334642","-2.1643982","3.7261178","-1.1172041"
"14.531313","3.4025753","10.339288","5.7507396","-2.2592227","2.4279392","1.0847573"
"14.580687","4.667689","18.180841","2.886836","-3.1074","-0.5206393","1.9569771"
"14.630663","11.790171","17.545378","-10.149263","-9.913043","-4.0702724","5.7957945"
"14.680062","-0.42548454","-3.170221","-27.705559","-9.337946","2.3900576","9.089781"
"14.7326355","19.55552","-31.105894","-26.20338","-19.693838","7.1641855","-1.0311176"
"14.779437","30.425592","-11.99974","4.6547976","-6.232369","10.657525","8.732826"
"14.829487","3.1816382","-2.3005722","15.413948","-7.470065","0.7878505","5.619174"
"14.8785515","-15.182639","-5.6084857","15.210447","-4.3910937","-0.73934114","2.4241033"
"14.928149","-7.773392","-6.543873","5.5633717","-5.06518","3.320986","-0.50705135"
"14.977945","0.3141972","-2.6344311","0.1427267","-4.4853935","1.6930022","-2.1218028"
"15.027445","-4.1908846","0.0090527255","-2.748303","-2.844839","0.189928","-0.66588056"
"15.077241","-1.0866299","2.2735875","-2.4146135","-1.4234095","0.837606","-1.2029562"
"15.126705","-1.1604496","3.8716388","-2.1857054","-0.27660954","-0.010181248","-0.8779906"
"15.176695","-3.2161689","5.2839394","-0.9874267","0.37867892","-0.049200237","-0.09156093"
"15.226205","-1.2997859","4.0526323","-1.5974888","0.23627293","1.3353639","0.5146265"
"15.275646","-0.099562936","2.6501768","0.1579106","0.1400351","2.0214164","0.64053893"
